text,Issue_id,Severity,clean_posts
"@mkstalin @V_Senthilbalaji @tangedco1 #TNEB #TANGEDCO 
Whole lot of power supply issues suddenly, all EB helplines are either not reachable or doesn't exist including those given in TNEB site
The WhatsApp support looks no supportive too, MSGs read &amp; shows online but no response. https://t.co/njvdHxYj0E ",0.0,0.0," tangedco tneb tangedco 
whole power suppli issu suddenli helplin either reachabl exist includ given tneb site
 whatsapp support look support read show onlin respons "
"@KDMCOfficial Thanks to kdmc for not providing us  required water . We pay water bills but still we face shortage of water from kdmc. Thanks a lot for this kind of service in swarajya Neptune, sect 1 ambivali west. Please help the people out rightaway",2.0,1.0, kdmcoffici thank kdmc provid requir water water bill still face shortag water kdmc thank kind servic swarajya neptun sect ambivali west pleas help peopl rightaway
"@LebogangMaile1 Wena you must go and sort out Sebokeng(Emfuleni) before you comment about football - plastic, garbage and filth needs to be cleaned up first.",5.0,0.0, lebogangmail wena must sort sebokeng emfuleni comment footbal plastic garbag filth need clean first 
"@SirJambavan @ImAssassin7 @Speakwithsense1 TNEB is under massive debt

Don't know when things will turn bleak people are already not getting enough energy served and so many issues with the department.",0.0,0.0," sirjambavan imassassin speakwithsens tneb massiv debt

 know thing turn bleak peopl alreadi enough energi serv mani issu depart "
For a home that's locked for a year I got 3100 EB charges according to 2019 May charges 😕. This rule doesn't make any sense. How do I report n correct it #TNEB. @vsenthilbalaji,0.0,0.0,home lock year charg accord charg rule make sens report correct tneb vsenthilbalaji
the group of people who train small kids to sell drugs needs to be caught and jailed for life time.,1.0,0.0,group peopl train small sell drug need caught jail life time 
There is no specific drainage system. So that a fresh water stream which fed water to nearby feilds is turned into a mini koovam.,3.0,0.0,specif drainag system fresh water stream water nearbi feild turn mini koovam 
"On the thopipuram the pathway on the side has no railing for safety; this is very dangerous. The barrier is significant on such a speedway where the minimum speed is 40km. Even the pavement needs to be fixed as many of the tiles are damaged, and the old aged people might not find it safe to walk over it. PLEASE FIX IT IMEDIATELY
",4.0,1.0,"thopipuram pathway side rail safeti danger barrier signific speedway minimum speed even pavement need mani tile damag peopl might find safe walk pleas imediately
"
people need to understand that throwing their house garbage on the empty places is not the right thing to do.\,5.0,0.0,peopl need understand throw hous garbag empti place right thing 
"@kaisparnas Imagine paying 12k in rent to live with 6 other adults in some shitty apartment in a hip SF neighborhood. You get to see nice stuff like public defecation, open injection of heroin, petty crime in broad daylight, a zombie army of homeless people. What a dump.",1.0,0.0, kaisparna imagin rent live adult shitti apart neighborhood nice stuff like public defec open inject heroin petti crime broad daylight zombi armi homeless peopl dump 
"Untreated #wastewater ""routinely released into UK rivers"" is creating microplastic hotspots on riverbeds according to study in Greater Manchester.
#water #waternews #sewage  
https://t.co/HYgWIvNEgn",3.0,0.0,"untreat wastewat routin releas river creat microplast hotspot riverb accord studi greater manchest 
 water waternew sewag 
"
"@nitinrmehta 
complaint &amp; track restoration status over SMS by sending POWER &lt; Adani Electricity a/c no. &gt; to 7065313030 
or 
by giving a missed call on 1800 532 9998, from your registered mobile no.",0.0,0.0," nitinrmehta 
complaint track restor statu send power electr 
 
 give miss call regist mobil "
"@NagarNigamJHS @CMOfficeUP @PMOIndia @MayorJhansi @dmjhansi1 @CleanIndiaWatch my drain cross and road not repaired and we are facing issue (bad smell garbage, and sewage water on the road), 
Once again I request you to please repair drainage cross and clean my way 🙏🙏🙏. https://t.co/jkNsAqHDSl https://t.co/CPPLcJwEqB",3.0,0.0," nagarnigamjh cmofficeup pmoindia mayorjhansi dmjhansi cleanindiawatch drain cross road repair face issu smell garbag sewag water road 
 request pleas repair drainag cross clean "
@VWeisenfeld @kaisparnas The idea that police can stop a petty crime in progress is magical thinking.,1.0,0.0, vweisenfeld kaisparna idea polic stop petti crime progress magic think 
"Our locality is being neglected from road cleaning and garbage pickup, and the concerned person is not taking their job seriously due to which the local people are suffering. The garbage has not been collected for one week now. The exact location is Perumal Nagar 3rd extension Villupuram Chennai 600104. solve the issue urgently
",5.0,1.0,"local neglect road clean garbag pickup concern person take serious local peopl suffer garbag collect week exact perum nagar extens villupuram chennai solv issu urgently
"
the pavements need to be laid on the main roads so that people commutin by foot can safely walk.,4.0,0.0,pavement need laid main road peopl commutin foot safe walk 
"the question about quality of life is phrased in terms of pay, but the real problem the garbage social safety net in this country. if everyone had healthcare, childcare, food, and housing guaranteed, pay would matter a lot less to quality of life",5.0,0.0,question qualiti life phrase term real problem garbag social safeti countri everyon healthcar childcar food hous guarante would matter qualiti life
"Managing large volumes of water places an increased demand on water utilities, lift stations and wastewater treatment plants to reduce environmental impact and prevent flooding. The Flygt Large Pumping System can tackle it all: https://t.co/cwNpk4oiR1 https://t.co/M3gv7vxADA",3.0,0.0,manag larg volum water place increas demand water util lift station wastewat treatment plant reduc environment impact prevent flood flygt larg pump system tackl 
The New York Times reported on May 18 that the streets of Gaza City were flowing with wastewater due to the destruction of the sewage system.,3.0,0.0, york time report street citi flow wastewat destruct sewag system 
@PVVNLHQ @1912PVVNL Ur Register compliant system is brokn &amp; not working also ur Toll number too is not wrkng. I need to complaint abt my electricity meter which's been tripping from past two days &amp; this my cause damage to my electrical applinces. Reqst you to kindly look into it.,0.0,0.0, pvvnlhq pvvnl regist compliant system brokn work also toll number wrkng need complaint electr meter trip past caus damag electr applinc reqst kindli look 
"the robbers needs to be stopped before they mugged the whole town, even the kids are afraid to stay out becasue they think those people will hurt them if they cant give them money to let them go. Action needs to be takwn ASAP",1.0,1.0,robber need stop whole town even afraid stay becasu think peopl hurt cant give money action need takwn asap
"Everybody whomever gets charged for however petty crime or misdemeanor, is told ignorance of laws are no defense. https://t.co/JNBEraT2EI",1.0,0.0,everybodi whomev charg howev petti crime misdemeanor told ignor defens 
@tpnodl_balasore @SwarupDas_Bls @DBalasore @EnergyOdisha @CMO_Odisha Any timeline?? And what is the procedure for giving complain ?? Your JE is saying to come to electricity office for complain. In this Covid lockdown is it possible to go to your office for this purpose ? Is govt is allowing to go to electricity office for complaint purpose?,0.0,0.0, tpnodl balasor swarupda dbalasor energyodisha odisha timelin procedur give complain come electr offic complain covid lockdown possibl offic purpos govt allow electr offic complaint purpos 
"#TNEB @mkstalin @CMOTamilnadu @V_Senthilbalaji #ElectricityBoard 

For the past 24 hrs, there is a complete power failure here in Putheri,Nagercoil. Please look into the distress and it will be a bigger relief if necessary actions are taken promptly sir! ",0.0,1.0," tneb cmotamilnadu electricityboard 

 past complet power failur putheri nagercoil pleas look distress bigger relief necessari action taken promptli "
"The authorities of the kailasha ward are very careless with the constitution of the water. The chemical level is so high that if it touches a sensitive person's skin it burns like water. How could the concerned team go wrong with the level of chemical being used as it can be life threatening to so many people. Look in to the issue rightaway before people gets affected
",3.0,1.0,"author kailasha ward careless constitut water chemic level high touch sensit person skin burn like water could concern team wrong level chemic life threaten mani peopl look issu rightaway peopl affected
"
"Last week hundreds of thousands in #Gaza faced shortages of clean #water,  @nytimes reported. Moreover, it has been reported that #sewage systems have been damaged, releasing #wastewater into the streets. https://t.co/8qWAwNjKUL",2.0,0.0,last week hundr thousand face shortag clean water nytim report moreov report sewag system damag releas wastewat street 
@vsenthilbalaji @mkstalin @Udhaystalin #TNEB Power cut in our area Chinnasalem-606201 since today evening 6.30 .Also there are frequent power cuts occurring in daily manner.Pls take necessary action.,0.0,1.0, vsenthilbalaji udhaystalin tneb power area chinnasalem sinc today even also frequent power occur daili manner take necessari action 
"The road tax paid by the public is not being used on fixing the roads with so many potholes, which gets filled with rain water during the monsoon and changes the road into small ponds.  It damages the vehicle parts and fixing it cost us a huge fee. 

",4.0,0.0,"road paid public road mani pothol fill rain water monsoon chang road small pond damag vehicl part cost huge 

"
"@mhoyorO Sorry for the inconvenience. AEDC covers only Kogi, Nasarawa, Niger and FCT. Please redirect your complaint to Ibadan Electricity Distribution Company.",0.0,0.0, mhoyoro sorri inconveni aedc cover kogi nasarawa niger pleas redirect complaint ibadan electr distribut compani 
"NGT directs Uttar Pradesh govt to check untreated sewage discharge into the Yamuna. A petition has alleged discharge of untreated sewage and wastewater from Vrindavan and Kosi towns into the river.
@GaonConnectionE Action needs to be taken urgently

https://t.co/IXyan5SRXF",3.0,0.0," direct uttar pradesh govt check untreat sewag discharg yamuna petit alleg discharg untreat sewag wastewat vrindavan kosi town river 
 gaonconnection action need taken urgently

"
"You can’t go home unless you are safe. streets with no lights and no safety mirror on blind spots have caused so many accidents.
#RoadSafety 
@aairedwr @AAI_Official https://t.co/KAXhIpbyse",4.0,0.0," home unless safe street light safeti mirror blind spot caus mani accid 
 roadsafeti 
 aairedwr offici "
@janewells It's on the politicians and DAs that are part of progressive alliance that refuses to discipline petty crime until the criminal becomes hardened and entitled and one fine day some poor immigrant 7/11 worker dies for a case of beer or less :( but hey vote bank matters,1.0,0.0, janewel politician part progress allianc refus disciplin petti crime crimin becom harden entitl fine poor immigr worker case beer vote bank matter
"
On the main road of Taramani nagar the main outlet of the drainage has been blocked by branches, dead leaves and other solid filth which needs to be cleaned immediately as monsoon is arriving soon and if it's not been cleared it will flood the whole road, action needs to be taken straight away.
",3.0,1.0,"
 main road taramani nagar main outlet drainag block branch dead leaf solid filth need clean immedi monsoon arriv soon clear flood whole road action need taken straight away 
"
"Visited block-5 Gulshan-e-Iqbal service road adjacent to Rashid Minhas near Noman Center.
The residents of the area were facing sewage overflow issue due to old sewage lines. We r trying our best to replace the lines and repair the road as well.
#PTIrestoringNA243 #karachi #na243 https://t.co/jtBpvIUOND",3.0,0.0,"visit block gulshan iqbal servic road adjac rashid minha near noman center 
 resid area face sewag overflow issu sewag line best replac line repair road well 
 ptirestoringna karachi "
@srivastavi10 @sandeepstele What? Again english for communication nothing else. U dont divert topic. Yes we have problem and we dont want aditional problem like pollution and garbage in our city.,5.0,0.0, srivastavi sandeepstel english commun noth dont divert topic problem dont want adit problem like pollut garbag citi 
Is there any power cut coming up in this summer  as we face worst frequent power cut in advance. This is a sincere request to mambakkam TNEB to rectify at the earliest.,0.0,0.0,power come summer face worst frequent power advanc sincer request mambakkam tneb rectifi earliest 
Palur - 635 804 #TNEB Vellore so many times power cut doing last few days.What was the reason. please rectify it asap @V_Senthilbalaji #tneb #senthilbalaji #DMK,0.0,0.0,palur tneb vellor mani time power last reason pleas rectifi asap tneb 
"
The night lamps on the gst road needs to be fixed as half of them keeps on flickering which disturbs the driver, it directly affects the vision of the driver which can lead to horrific accidents.
Swift action needs to be taken future accidents",4.0,1.0,"
 night lamp road need half keep flicker disturb driver directli affect vision driver lead horrif accid 
swift action need taken futur accid"
"@erraheim1 @RoryPetzer But the views, man. I would take it even with the potholes 🤣",4.0,0.0, erraheim rorypetz view would take even pothol 
"@OfficialNcoc our develop area of Lahore face water issues from last 3 days due to lack of treatment of sewage wasa have zero performance to resolve the issue..
this thing can more damage the health then Covid water is more important then anything",3.0,0.0," officialncoc develop area lahor face water issu last lack treatment sewag wasa zero perform resolv issu 
 thing damag health covid water import anyth"
"Poorly maintained and damaged roads,Potholes,roads are not being fixed even after several complaints and if there is any pipeline laying project going on for which roads have to be dug,after completion ....the repair work is not carried out and the road is left damaged .",4.0,0.0,poorli maintain damag road pothol road even sever complaint pipelin project road complet repair work carri road left damag 
"No garbage bins wherever required, and people who come to collect are not regular.",5.0,0.0,garbag wherev requir peopl come collect regular 
You Get Know The Value Of Certain Things When Its Not Available🥵#ElectricityBoard #nocurrent,0.0,0.0, know valu certain thing avail electricityboard nocurr
"@EDMCDELHI 
Kindly take action for below complaint number still situation same refer pic. Installed 3 nos street light but no use since supply disconnected from electricity pole from 4 days.
Complaint no 9166841 https://t.co/EcT5CEkAxD",0.0,0.0," edmcdelhi 
kindli take action complaint number still situat refer instal street light sinc suppli disconnect electr pole 
complaint "
"Full shut down today 😭😭 from (9-5) without proper announcement in the newspapers / any notification from the #TNEB. Already 
Aandavaa 🙏🙏 already getting frequent power cuts daily idula full shut down vera",0.0,0.0,"full shut today without proper announc newspap notif tneb alreadi 
aandavaa alreadi frequent power daili idula full shut vera"
"@DDPozhidaev @KCCAUG We can see some road on those potholes.

Kira-Najjeera residents",4.0,0.0," ddpozhidaev kccaug road pothol 

kira najjeera resid"
"@JamesQueallyLAT @StoltzeFrankly Common sense, hear me out. You cannot get people into drug rehab VOLUNTARILY!!!! The homeless crisis did not exist pre-2014 &amp; Prop. 47! Violent crime often arises from less serious offenses that go u punished...petty theft, commercial burglary, etc. YES, rising violent crime....",1.0,0.0, jamesqueallylat stoltzefrankli common sens hear cannot peopl drug rehab voluntarili homeless crisi exist prop violent crime often aris seriou offens punish petti theft commerci burglari rise violent crime 
@RajCMO @JVVNLCCare Your Complaint has been registered with Complaint No.32061305125 on 25-05-2021  regular problem of disconnection of electricity in this severe summer fed up of giving repeated complain please get this issue permanently solved .,0.0,0.0, rajcmo jvvnlccare complaint regist complaint regular problem disconnect electr sever summer give repeat complain pleas issu perman solv 
The groundwater level has been decreasing over the past decade and most of our locality member either depend on govt r local water supply and the cooperation water isn't supplied on regular basis so the pvt water supply tankers price is increasing gradually over the years! Plan the future propely and take required steps rightaway,2.0,1.0,groundwat level decreas past decad local member either depend govt local water suppli cooper water suppli regular basi water suppli tanker price increas gradual year plan futur prope take requir step rightaway
"the level of chlorine and hardness is affecting lots of life in the city, people cant use the water for daily chores. look in to it ASAP",2.0,1.0,level chlorin hard affect life citi peopl cant water daili chore look asap
"@V_Senthilbalaji
@TuticorinCity 
@CollectorTuty 
#tneb 

No power since 1.30PM..
No body responding.

Pls..",0.0,0.0," senthilbalaji
 tuticorinc 
 collectortuti 
 tneb 

 power sinc 
 bodi respond 

 "
Megadrought on the horizon for this summer in U.S. 😬 💧🔥🏜#ClimateCrisis #climatechange #drought #water #ClimateAction #DidYouKnow https://t.co/oCUtnqt2Bo,2.0,0.0,megadrought horizon summer climatecrisi climatechang drought water climateact didyouknow 
"Proud to join my fellow FL House GOP colleagues as we tour Lake Okeechobee and meet with local leaders who are dedicated to keeping Florida's water clean and safe. 

Grateful to these leaders for joining me in ensuring our state has a voice in Washington for this critical issue. https://t.co/k8N8wT7h6u",2.0,0.0,"proud join fellow hous colleagu tour lake okeechobe meet local leader dedic keep florida water clean safe 

grate leader join ensur state voic washington critic issu "
Powercut in chennai most of the areas for one hour daily after 10 pm without intimation.. it's been going on for the  past one week.. poor administration #DMK #tneb #tamilnaduelectricity  @V_Senthilbalaji,0.0,0.0,powercut chennai area hour daili without intim past week poor administr tneb tamilnaduelectr 
"@ssguide @MMRDAOfficial @AlkaSasane @mybmcWardHE @IqbalSinghChah2 @MCGM_BMC Concern fear anxiety alertness expressed by local residents of Manipada Road around Redrose CHS Ltd is very genuine. Hope Executive Engineers of MMRDA&amp; HE Ward under able guidance of vibrant AMC Mrs Alka Sasane would take timely actions to resolve, redress this Sewage line issue",3.0,0.0, ssguid mmrdaoffici alkasasan mybmcwardh iqbalsinghchah mcgm concern fear anxieti alert express local resid manipada road around redros genuin hope execut engin mmrda ward guidanc vibrant alka sasan would take time action resolv redress sewag line issu
"Septic Tank Installation needs to be done, the waste water is leaking in to the roads which is smelling bad and also creating chaos.",3.0,0.0,septic tank instal need done wast water leak road smell also creat chao 
"""Destroyed sewage systems sent fetid wastewater through the streets. A desalination plant providing water to 250,000 people is offline. The only laboratory in Gaza that processes coronavirus tests was damaged by an Israeli airstrike."" via @nytimes 

Inexcusable, imho.",3.0,0.0," destroy sewag system sent fetid wastewat street desalin plant provid water peopl offlin laboratori process coronaviru test damag isra airstrik nytim 

inexcus imho "
"@InversePandora (2/2) You can also register a complaint by yourself and track your complaint status over SMS by sending POWER &lt; Adani Electricity a/c no. &gt; to 7065313030
or
by giving a missed call on 1800 532 9998 from your registered mobile number.",0.0,0.0," inversepandora also regist complaint track complaint statu send power electr 

 give miss call regist mobil number "
"I'm sure I'm preaching to the choir but when the problem with police is that they can do whatever they want they tend to do whatever they want, including making up fake statistics. They'll push ""crime numbers"" up or down to suit their interests, they always have.",1.0,0.0,sure preach choir problem polic whatev want tend whatev want includ make fake statist push crime number suit interest alway 
Then the lane they want us to drive in got potholes https://t.co/82QJTbFajX,4.0,0.0,lane want drive pothol 
@HamzaMughal321 Pl feeder name as mentioned on ur electricity bill &amp; provide ur complaint address with contact no.,0.0,0.0, hamzamugh feeder name mention electr bill provid complaint address contact 
"#Water Advisory Against Swimming at Elizabeth Landing, Lombardee Beach &amp; Sunset Beach on #StoneyCreek in #AnneArundel County due to a wastewater spill. More info: https://t.co/UHNJGhHs6T https://t.co/MsebUXneK5",3.0,0.0, water advisori swim elizabeth land lombarde beach sunset beach stoneycreek annearundel counti wastewat spill info 
"https://t.co/bf0es0dtpV
Water access is a statewide issue, while this film focuses on the Imperial County, check out this article that gets at some of the  bigger issues statewide #water #ca",2.0,0.0,"
water access statewid issu film focu imperi counti check articl bigger issu statewid water "
"In New York City, a surge in violent subway crime has been apparent for a while...
 
So why are so-called ""progressives"" constantly FIGHTING AGAINST increases in police presence?
 
https://t.co/8UqUP8hR2N",1.0,0.0," york citi surg violent subway crime appar 
 
 call progress constantli fight increas polic presenc 
 
"
@accessbank_help pls attend to my complaint lodged via ur DM. @Kadunaelectric Electricity token purchased thru ur app is yet to be received since 07.25am today. This is below set standards... Kindly act now,0.0,0.0, accessbank help attend complaint lodg kadunaelectr electr token purchas thru receiv sinc today standard kindli 
"A vehicle caught our attention in #Crawley due to his manner of driving. The rash driving is very dangerous. Please take a look at the situation promptly before something bad happens
One in custody at 13:00hrs with levels like this! Frightening. The driver will be charged to court when sober.👮🏻‍♂️🚓#RoadSafety #Fatal5 #Proactive #Unacceptable https://t.co/qRzb30OYZt",4.0,1.0,"vehicl caught attent crawley manner drive rash drive danger pleas take look situat promptli someth happens
 custodi level like frighten driver charg court sober roadsafeti fatal proactiv unaccept "
"@Lyndsey5280 it's pretty safe.  Or at least it was when we left 5 years ago.  It's an island and the Narcos aren't there like in Tabasco.  There's a lot of petty crime, definitely don't leave anything in your car.",1.0,0.0, lyndsey pretti safe least left year island narco like tabasco petti crime definit leav anyth 
"Democrat columnists are alarmed about the political risk of rising crime. 
But the party's base is not giving up on their defund-the-police &amp; structural racism agenda, despite 1K+ extra dead. 
So Democratic pols &amp; corp. donors are silent. 
https://t.co/TehKHNU1fM",1.0,0.0,"democrat columnist alarm polit risk rise crime 
 parti base give defund polic structur racism agenda despit extra dead 
 democrat corp donor silent 
"
"The reason for chaos at the bottom of Victoria road. £24,000 of tax payers money down the drain... Ix the damn potholes instead of wasting money on shit like this 🤬🤬 @AbiBrown1 @SoTCityCouncil https://t.co/PKqDPDWxmD",4.0,0.0,reason chao bottom victoria road payer money drain damn pothol instead wast money shit like abibrown sotcitycouncil 
"@BpoolCouncil I think you need to resurface the junction on Bromsgrove Ave and Devonshire Rd, deep potholes possible damage to cars, cycles. #raterise5percent",4.0,0.0, bpoolcouncil think need resurfac junction bromsgrov devonshir deep pothol possibl damag cycl rateris percent
"@okonjithelma I had the exact same experience years back. It is theft, if you can, get a certified electrician to trace and establish the connection theft, make a complaint to the police, report to your electricity distribution company and petition NERC.",0.0,0.0, okonjithelma exact experi year back theft certifi electrician trace establish connect theft make complaint polic report electr distribut compani petit nerc 
"@vsenthilbalaji Dear sir, some north indians were posted illegally in TNEB in the previous govt. They shut power to defame DMK govt. So plz take steps to change them.",0.0,0.0, vsenthilbalaji dear north indian post illeg tneb previou govt shut power defam govt take step chang 
Sewage overflowed and took long time for the appropriate authorities to take action for this problem swiftly,3.0,1.0,sewag overflow took long time appropri author take action problem swiftli
"#TNEB please restore power in Kelly's. Suffering without power, just had surgery. Kindly look into this and restore power supply. Please",0.0,0.0, tneb pleas restor power kelli suffer without power surgeri kindli look restor power suppli pleas
@SpokyJama The water issue has been going on since I was in high school over a decade ago. It’s so normalised that opening a water purification franchise is one of the most lucrative businesses in our area.,2.0,0.0, spokyjama water issu sinc high school decad normalis open water purif franchis lucr busi area 
"Daily one hour - Current cut pannrengalae yen. ?? 
(Ithuvarai illatha problem ippo mattum 😦) #TNEB 
@V_Senthilbalaji 
@CMOTamilnadu @mkstalin",0.0,0.0,"daili hour current pannrengala 
 ithuvarai illatha problem ippo mattum tneb 
 
 cmotamilnadu "
"@MaldenSaboteur @EUfrenchbird @ColonelEscargot @StephenOld @IAmFrogPrincess @Mayesey9R @hill_hillbill @Roger_Xanth_Day @tominfrance @Socialistdawn @Lomquiche @pickpear @Rachel5742 @juliatanner @Petersbrooking @EvLenz @JFRitte @111meeuwis @gordoncraig11 @vandyke4ad @Paulsquires62 @dfarb @vja1999 @NeilPollyTicks @wible1 @pixielation @AilsaLaing @IAmMardikins @Xxander1968 @skiwithstyle1 @TonySloane10 @llanciawn @CantWeDoBetter @j_g_fitzgerald @flumps263 @Bearlykat @A_D62 @NicolaJames007 @DaveTenacious @balis_nicky @bellabean2 @MightMaggie @Meshgees @SimpkinsIan @CadachLlestri @Envisaged @justinbellinger @FirehorseP I would absolutely love to have an epic dream. I want to put a complaint in to whomever is responsible for dreams. All mine are set in the most mundane situations. Fucking shopping, queueing at the bank, querying my electricity bill. I’m sure you get the gist.",0.0,0.0, maldensaboteur eufrenchbird colonelescargot stephenold iamfrogprincess mayesey hill hillbil roger xanth tominfr socialistdawn lomquich pickpear rachel juliatann petersbrook evlenz jfritt meeuwi gordoncraig vandyk paulsquir dfarb neilpollytick wibl pixiel ailsala iammardikin xxander skiwithstyl tonysloan llanciawn cantwedobett fitzgerald flump bearlykat nicolajam davetenaci bali nicki bellabean mightmaggi meshge simpkinsian cadachllestri envisag justinbelling firehorsep would absolut love epic dream want complaint whomev respons dream mine mundan situat fuck shop queue bank queri electr bill sure gist 
"In 1974, Karunanidhi did not renew the agreement with Karnataka on the Cauvery water issue and also withdrawn the Cauvery water issue made Tamil farmers suffer a lot. 
#100ReasonsToRejectDMK @blsanthosh @Gen_VKSingh @CTRavi_BJP @Murugan_TNBJP @mkstalin https://t.co/BZeAcginTn",2.0,0.0," karunanidhi renew agreement karnataka cauveri water issu also withdrawn cauveri water issu made tamil farmer suffer 
 reasonstorejectdmk blsanthosh vksingh ctravi murugan tnbjp "
"@Anthony @Stand_with_HK Things also known: evidence of SARS‑CoV‑2 in wastewater around the world years before the pandemic.

But you keep pushing that ""it broke from the lab"" narrative.
https://t.co/2SZ5fot8ZZ",3.0,0.0," anthoni stand thing also known evid wastewat around world year pandem 

 keep push broke narr 
"
"@mikeville @RexChapman A minor crime that would have gotten you taken to jail (solicitation,petty theft, low level non violent misdemeanors) now get you a citation and a court date in an effort to stop Covid outbreaks in jails.",1.0,0.0, mikevil rexchapman minor crime would gotten taken jail solicit petti theft level violent misdemeanor citat court date effort stop covid outbreak jail 
"If hard water is an issue in your home, chances are you've purchased, or are considering purchasing, a water softener. In our latest blog, we're breaking down a question we receive frequently: how long do they last?

Learn more here: https://t.co/XwQ6ljVb94",2.0,0.0,"hard water issu home chanc purchas consid purchas water soften latest blog break question receiv frequent long last 

learn "
@Sentletse It’s like municipalities putting permanent road signs on provincial roads that reads “potholes for next 10km”🙄,4.0,0.0, sentlets like municip perman road sign provinci road read pothol next 
"Slavery is still legal in prison, so Black neighborhoods will always be occupied by police, they will never do anything to reduce the reasons for crime, and the jails will be filled with Black people. Look in to the situation Immediately",1.0,1.0,slaveri still legal prison black neighborhood alway occupi polic never anyth reduc reason crime jail fill black peopl look situat immedi
"#ElectricityBoard
I am living sector 3 ballabgarh and everyday powercut more than 5-6 hours, I am doing call and he is not picking phone and I am very disappointed our haryana electricity person is not resolve our problem",0.0,0.0," electricityboard
 live sector ballabgarh everyday powercut hour call pick phone disappoint haryana electr person resolv problem"
#Powercut started happening more frequently now in #mkbnagar Chennai-39 #TNEB  most of us doing WFH. Sir @vsenthilbalaji please help us in this predicament lockdown situation #TNEB #TANGEDCO,0.0,0.0, powercut start happen frequent mkbnagar chennai tneb vsenthilbalaji pleas help predica lockdown situat tneb tangedco
@pvvnlmoradabad @ptshrikant @UppclChairman @mduppcl @MdPvvnl @1912PVVNL @PVVNLHQ Sir I want to complaint a electricity theft kindly advice where has to register,0.0,0.0, pvvnlmoradabad uppclchairman mduppcl mdpvvnl pvvnl pvvnlhq want complaint electr theft kindli advic regist
"@tpnodl_balasore @tpnodl_balasore What are you doing about the complaints lodged by us consumers? There is no electricity supply since 2 days at my place at Angargadia. We have also lodged a complaint this morning at the Industrial Estate Electricity office but no one has responded. Help us out please, action needs to be taken promptly",0.0,1.0, tpnodl balasor tpnodl balasor complaint lodg consum electr suppli sinc place angargadia also lodg complaint morn industri estat electr offic respond help pleas action need taken promptli
3 years of drought. The Fed soon to declare water shortage for Colorado River. The well is running dry.,2.0,0.0, year drought soon declar water shortag river well 
"Sewage is not just waste, but an energy source.

Warm water from hot showers, sinks and washing machines that enter wastewater treatment plants can be harnessed by a heat-recovery system. Denver is using this tech to heat and cool a convention center.
https://t.co/haJIvtKy9Z",3.0,0.0,"sewag wast energi sourc 

warm water shower sink wash machin enter wastewat treatment plant heat recoveri system denver tech heat cool convent center 
"
"The main roads needs officers to manage the traffic at the peak time, all the chaos makes it irritating to everyone commuting through the route.",4.0,0.0,main road need offic manag traffic peak time chao make irrit everyon commut rout 
"@Sharrow_irl @electionlit Did you read the article or the planning? 1,000 apartments.... Not every apartment needs a school. Sewage would not be an issue firstly. But as I'm from the area I'll tell you there are plenty of amazing public and private schools, fantastic community centers in area &amp; Gaa/rugby",3.0,0.0, sharrow electionlit read articl plan apart everi apart need school sewag would issu firstli area tell plenti amaz public privat school fantast commun center area rugbi
"@MSEDCL @CMOMaharashtra @ithakurprashant Dear Msedcl, 
0000020225829 kindly find the complaint no. for your reference. Electricity cutoff is on daily basis without prior intimation.",0.0,0.0," msedcl cmomaharashtra ithakurprash dear msedcl 
 kindli find complaint refer electr cutoff daili basi without prior intim "
@bsesdelhi Again contacted BSES customer care. They are not able to register the complaint due to some internal error. We need a permanent solution. Sparking on the pole may cause fire as well. And due to this sparking our building electricity supply gets disconnected. Pls resolve ASAP,0.0,1.0, bsesdelhi contact custom care regist complaint intern error need perman solut spark pole caus fire well spark build electr suppli disconnect resolv asap
"The amount of plastic waste worldwide is more than 8 million tons.If we leave it as it is, it is expected that plastic garbage will overflow in 2030 and plastic garbage will increase more than fish in 2050.This is an environmental problem, and it is important for each individual",5.0,0.0,amount plastic wast worldwid million leav expect plastic garbag overflow plastic garbag increas fish environment problem import individu
"@TPCentralOdisha Registered complaint but since yesterday night there is frequently electricity disruption.the lights are going every 5mins in gudia Pokhari,siula.restoration will take how many days.also there is not much wind or rain but still electricity no there .kindly share a solution urgently",0.0,1.0, tpcentralodisha regist complaint sinc yesterday night frequent electr disrupt light everi gudia pokhari siula restor take mani also much wind rain still electr kindli share solut urgent
@YimbyA @rebeccajtiffany Even in areas with separate systems they are 100% related and can't be discussed separately. As shown by the number of homes flooding with backed up sewage during these large events. Stormwater inflow &amp; infiltration play a HUGE role in the wastewater discussion.,3.0,0.0, yimbya rebeccajtiffani even area separ system relat discuss separ shown number home flood back sewag larg event stormwat inflow infiltr play huge role wastewat discuss 
"This is his usual routine from past 10 days when people were facing acute shortage of water instead of sitting in his room he decided to knock the doors of every house to check water supply and taking action on the spot.

Proud to have @rajeshgupta our MLA 🙏 https://t.co/QScIxaMnTP https://t.co/2w2KWGGgFh",2.0,1.0,"usual routin past peopl face acut shortag water instead room decid knock door everi hous check water suppli take action spot 

proud rajeshgupta "
"Wastewater treatment plants sell their sewage sludge for use as fertilizer. And that sludge, researchers found, often contains PFAS compounds https://t.co/wmZwYTOdfZ",3.0,0.0,wastewat treatment plant sell sewag sludg fertil sludg research found often contain compound 
